id_Historico_Desastre;idDetalleDesastre;NombreDetalle;ValorDetalle;UnidadesDetalle;idDetalleDesastre
500810;5008103;Área afectada;1.8195761143829912;km^2;810
500811;5008113;Magnitud de la explosión;0.4001348851840997;kilotones;811
500812;5008123;Velocidad de la avalancha;15.05738168961671;(m/s);812
500813;5008133;Velocidad de la avalancha;10.669861909246139;(m/s);813
500814;5008143;Velocidad de la avalancha;15.864821899777997;(m/s);814
500815;5008153;Velocidad de la avalancha;17.520960809619147;(m/s);815
500816;5008163;Nivel de agua;27.917369282972082;m;816
500817;5008173;Velocidad del viento;120.16911319693921;km/h;817
500818;5008183;Velocidad de la avalancha;19.73791317744162;(m/s);818
500819;5008193;Velocidad de la avalancha;14.905189305465942;(m/s);819
500820;5008203;Velocidad de la avalancha;18.867806153090246;(m/s);820
500821;5008213;Velocidad de la avalancha;19.936140788065526;(m/s);821
500822;5008223;Área afectada;0.7287152798277161;km^2;822
500823;5008233;Área afectada;1.7976981766204945;km^2;823
500824;5008243;Velocidad de la avalancha;13.931786750624816;(m/s);824
500825;5008253;No tiene detalle;No valor detalle;Sin unidades;825
500826;5008263;Daño causado;Leve;Sin unidades;826
500827;5008273;Nivel de agua;8.66165673062121;m;827
500828;5008283;Volumen de agua;51130.88225878468;m^3;828
500829;5008293;Magnitud de la explosión;7.1981518273584335;kilotones;829
500830;5008303;Nivel de agua;10.180898152462744;m;830
500831;5008313;Velocidad de la avalancha;17.63673334577384;(m/s);831
500832;5008323;Área afectada;1.245017716299646;km^2;832
500833;5008333;Velocidad de la avalancha;13.897252544780452;(m/s);833
500834;5008343;Velocidad del viento;121.55593694782914;km/h;834
500835;5008353;Nivel de agua;7.615180122790321;m;835
500836;5008363;Nivel de agua;20.87565660676041;m;836
500837;5008373;Velocidad de la avalancha;18.260687372326792;(m/s);837
500838;5008383;Área afectada;1.078313543711263;km^2;838
500839;5008393;Velocidad de la avalancha;19.36510598874756;(m/s);839
500840;5008403;Velocidad de la avalancha;16.550535346323958;(m/s);840
500841;5008413;Velocidad de la avalancha;18.795746581818257;(m/s);841
500842;5008423;Nivel de agua;16.930102016611993;m;842
500843;5008433;Velocidad de la avalancha;13.087802504022243;(m/s);843
500844;5008443;Magnitud de la explosión;4.057817606577029;kilotones;844
500845;5008453;Área afectada;1.3724974773015486;km^2;845
500846;5008463;Volumen de agua;65316.48415698991;m^3;846
500847;5008473;Velocidad de la avalancha;15.567417815933554;(m/s);847
500848;5008483;Velocidad de la avalancha;10.511157103945422;(m/s);848
500849;5008493;Nivel de agua;19.987874136980714;m;849
500850;5008503;Magnitud de la explosión;3.6687419021143266;kilotones;850
500851;5008513;Velocidad de la avalancha;15.331758037183224;(m/s);851
500852;5008523;Nivel de agua;1.01450910001895;m;852
500853;5008533;Nivel de agua;19.13015404057059;m;853
500854;5008543;Velocidad de la avalancha;10.058974256843708;(m/s);854
500855;5008553;Velocidad del viento;87.61316043386681;km/h;855
500856;5008563;No tiene detalle;No valor detalle;Sin unidades;856
500857;5008573;Nivel de agua;0.3370771153618026;m;857
500858;5008583;Velocidad de la avalancha;10.285979291968971;(m/s);858
500859;5008593;Velocidad de la avalancha;15.449051771923347;(m/s);859
500860;5008603;Daño causado;Moderado;Sin unidades;860
500861;5008613;Daño causado;Leve;Sin unidades;861
500862;5008623;Volumen de agua;89943.67680824483;m^3;862
500863;5008633;Velocidad del viento;108.84877382440125;km/h;863
500864;5008643;Nivel de agua;0.7253868684049436;m;864
500865;5008653;Velocidad del viento;82.02976385032306;km/h;865
500866;5008663;Velocidad del viento;88.05085259388119;km/h;866
500867;5008673;Nivel de agua;4.875293737088335;m;867
500868;5008683;Daño causado;Severo;Sin unidades;868
500869;5008693;Velocidad del viento;120.62552537891213;km/h;869
500870;5008703;Velocidad del viento;115.45245934879415;km/h;870
500871;5008713;Área forestal afectada;48.21975621557043;km^2;871
500872;5008723;Velocidad de la avalancha;17.65964363852342;(m/s);872
500873;5008733;Velocidad del viento;146.84499557778145;km/h;873
500874;5008743;Área afectada;0.5328501933694347;km^2;874
500875;5008753;Nivel de agua;10.252301231136782;m;875
500876;5008763;Nivel de agua;21.349934932177558;m;876
500877;5008773;Velocidad de la avalancha;10.534392268255088;(m/s);877
500878;5008783;Velocidad de la avalancha;17.70734788694483;(m/s);878
500879;5008793;Nivel de agua;7.568828076004319;m;879
500880;5008803;Nivel de agua;16.40648690057604;m;880
500881;5008813;Nivel de agua;28.971825121651882;m;881
500882;5008823;Velocidad de la avalancha;11.010517902858085;(m/s);882
500883;5008833;Volumen de agua;8014.326053421641;m^3;883
500884;5008843;Volumen de agua;67040.86478147327;m^3;884
500885;5008853;Velocidad del viento;99.94768952668832;km/h;885
500886;5008863;Nivel de agua;17.087755060922824;m;886
500887;5008873;Nivel de agua;16.12938470648893;m;887
500888;5008883;Velocidad de la avalancha;13.966946904224777;(m/s);888
500889;5008893;Velocidad de la avalancha;13.033029624280879;(m/s);889
500890;5008903;Área forestal afectada;53.42755505817458;km^2;890
500891;5008913;Velocidad de la avalancha;17.627207124037103;(m/s);891
500892;5008923;Velocidad del viento;115.05030990793605;km/h;892
500893;5008933;Área forestal afectada;26.520173702610418;km^2;893
500894;5008943;Área forestal afectada;95.81871436515264;km^2;894
500895;5008953;Vía de exposición;Contacto dérmico;Sin unidades;895
500896;5008963;Área forestal afectada;13.653031615583588;km^2;896
500897;5008973;Nivel de agua;7.632580169525374;m;897
500898;5008983;Área forestal afectada;22.203827280883626;km^2;898
500899;5008993;Volumen de agua;43587.69761789886;m^3;899
500900;5009003;Velocidad de la avalancha;15.853929334565759;(m/s);900
500901;5009013;Área forestal afectada;39.3575071218063;km^2;901
500902;5009023;Nivel de agua;20.26487817728541;m;902
500903;5009033;Velocidad del viento;114.0452723239587;km/h;903
500904;5009043;Área afectada;1.6779951504985853;km^2;904
500905;5009053;Nivel de agua;3.352271481639076;m;905
500906;5009063;Nivel de agua;17.95832633353954;m;906
500907;5009073;Velocidad del viento;101.56841770733976;km/h;907
500908;5009083;Velocidad del viento;107.98467681139044;km/h;908
500909;5009093;Velocidad del viento;86.17744053121706;km/h;909
500910;5009103;Velocidad del viento;116.7574971796424;km/h;910
500911;5009113;Velocidad de la avalancha;14.04319069749425;(m/s);911
500912;5009123;Magnitud de la explosión;3.2676667242587154;kilotones;912
500913;5009133;Velocidad de la avalancha;11.050891713149444;(m/s);913
500914;5009143;Nivel de agua;6.887946990084747;m;914
500915;5009153;Velocidad de la avalancha;16.83893819781449;(m/s);915
500916;5009163;Nivel de agua;27.11388143210529;m;916
500917;5009173;Nivel de agua;22.796115686205297;m;917
500918;5009183;Área afectada;1.775348721637264;km^2;918
500919;5009193;No tiene detalle;No valor detalle;Sin unidades;919
500920;5009203;Área forestal afectada;38.00054830485521;km^2;920
500921;5009213;Velocidad de la avalancha;19.84843811057926;(m/s);921
500922;5009223;Área afectada;0.7406900133390837;km^2;922
500923;5009233;Nivel de agua;15.896785876031688;m;923
500924;5009243;Velocidad de la avalancha;10.385899188425881;(m/s);924
500925;5009253;Velocidad de la avalancha;16.874854152094322;(m/s);925
500926;5009263;Nivel de agua;5.974936012737243;m;926
500927;5009273;Nivel de agua;28.12446830001186;m;927
500928;5009283;Velocidad de la avalancha;12.236314320027832;(m/s);928
500929;5009293;Velocidad de la avalancha;10.642032535075904;(m/s);929
500930;5009303;Velocidad de la avalancha;17.909802026688666;(m/s);930
500931;5009313;Velocidad de la avalancha;16.478233474353036;(m/s);931
500932;5009323;Nivel de agua;13.601622352515143;m;932
500933;5009333;Nivel de agua;12.312380487385022;m;933
500934;5009343;Velocidad de la avalancha;10.471462523093802;(m/s);934
500935;5009353;Velocidad de la avalancha;10.079085562468684;(m/s);935
500936;5009363;Velocidad de la avalancha;15.077469333183885;(m/s);936
500937;5009373;Velocidad de la avalancha;19.60425327146929;(m/s);937
500938;5009383;Velocidad de la avalancha;12.56810745685429;(m/s);938
500939;5009393;Nivel de agua;10.48033209542809;m;939
500940;5009403;Velocidad del viento;135.34046584476164;km/h;940
500941;5009413;Velocidad de la avalancha;19.15993131528962;(m/s);941
500942;5009423;Nivel de agua;27.86334251476006;m;942
500943;5009433;Nivel de agua;22.98311699165262;m;943
500944;5009443;Nivel de agua;28.981237200440702;m;944
500945;5009453;Nivel de agua;12.253900260889441;m;945
500946;5009463;Nivel de agua;1.1133906977317642;m;946
500947;5009473;Volumen de agua;1969.8384218265248;m^3;947
500948;5009483;Velocidad de la avalancha;14.889921113941888;(m/s);948
500949;5009493;Nivel de agua;3.0558880791989598;m;949
500950;5009503;Nivel de agua;18.33359596313546;m;950
500951;5009513;Área afectada;1.1703965890155992;km^2;951
500952;5009523;Nivel de agua;25.716114229424065;m;952
500953;5009533;Velocidad de la avalancha;15.777179100795303;(m/s);953
500954;5009543;Nivel de agua;6.218401403920564;m;954
500955;5009553;Nivel de agua;22.084421307849148;m;955
500956;5009563;Volumen de agua;58974.06396774124;m^3;956
500957;5009573;Nivel de agua;13.072662149460525;m;957
500958;5009583;Nivel de agua;13.062036147335528;m;958
500959;5009593;Nivel de agua;10.632818834844494;m;959
500960;5009603;Nivel de agua;21.102250020726334;m;960
500961;5009613;Nivel de agua;19.52058334485886;m;961
500962;5009623;Área forestal afectada;24.500369966954374;km^2;962
500963;5009633;Área forestal afectada;37.04761966952401;km^2;963
500964;5009643;Área forestal afectada;23.432188256021824;km^2;964
500965;5009653;Área forestal afectada;97.42980034999412;km^2;965
500966;5009663;Área forestal afectada;12.791592013015729;km^2;966
500967;5009673;Área forestal afectada;50.213491419429744;km^2;967
500968;5009683;Velocidad del viento;97.41135841159775;km/h;968
500969;5009693;Velocidad del viento;81.23619070175387;km/h;969
500970;5009703;Velocidad de la avalancha;15.250131066910548;(m/s);970
500971;5009713;Nivel de agua;22.316959942164353;m;971
500972;5009723;Velocidad del viento;93.49344721388474;km/h;972
500973;5009733;Nivel de agua;13.671263156004787;m;973
500974;5009743;Área afectada;1.4401002504111005;km^2;974
500975;5009753;Nivel de agua;0.7886109186688695;m;975
500976;5009763;Área forestal afectada;46.230598699905826;km^2;976
500977;5009773;Área forestal afectada;91.01509289490463;km^2;977
500978;5009783;Área forestal afectada;49.77848250651504;km^2;978
500979;5009793;Área forestal afectada;43.19870807421521;km^2;979
500980;5009803;Área forestal afectada;21.146900274693426;km^2;980
500981;5009813;Área forestal afectada;38.49505726014776;km^2;981
500982;5009823;Área forestal afectada;4.440595696285321;km^2;982
500983;5009833;Velocidad del viento;127.36210516212532;km/h;983
500984;5009843;Área forestal afectada;94.02703748082904;km^2;984
500985;5009853;Área forestal afectada;36.610249884394776;km^2;985
500986;5009863;Área forestal afectada;48.54558777844529;km^2;986
500987;5009873;Área forestal afectada;40.9591155916903;km^2;987
500988;5009883;Volumen de agua;69647.06068783777;m^3;988
500989;5009893;Área forestal afectada;47.617683641103845;km^2;989
500990;5009903;Área afectada;1.926941863919104;km^2;990
500991;5009913;Área forestal afectada;81.96032605511246;km^2;991
500992;5009923;Área forestal afectada;61.43462919152524;km^2;992
500993;5009933;Área afectada;1.3827437019598194;km^2;993
500994;5009943;Área forestal afectada;5.705070420265612;km^2;994
500995;5009953;Área forestal afectada;19.51299086507553;km^2;995
500996;5009963;Área afectada;1.7096539853733759;km^2;996
500997;5009973;Área forestal afectada;93.06215208146182;km^2;997
500998;5009983;Área afectada;1.9183056467176065;km^2;998
500999;5009993;Área forestal afectada;36.281247135550174;km^2;999
501000;5010003;Área forestal afectada;44.17294779704215;km^2;1000
501001;5010013;Área forestal afectada;74.70038577174552;km^2;1001
501002;5010023;Área forestal afectada;59.528324659713284;km^2;1002
501003;5010033;Área forestal afectada;53.01072477334211;km^2;1003
501004;5010043;Área forestal afectada;97.01404001549844;km^2;1004
501005;5010053;Magnitud de la explosión;0.21645613902775046;kilotones;1005
501006;5010063;Área afectada;1.1811492115044193;km^2;1006
501007;5010073;Área afectada;0.8044279052828053;km^2;1007
501008;5010083;Velocidad de la avalancha;15.1379166187183;(m/s);1008
501009;5010093;Nivel de agua;5.1911205415794495;m;1009
501010;5010103;Velocidad de la avalancha;11.484527412568392;(m/s);1010
501011;5010113;Velocidad de la avalancha;14.138590331875255;(m/s);1011
501012;5010123;Velocidad de la avalancha;15.734304496397453;(m/s);1012
501013;5010133;Magnitud de la erupción;6;VEI;1013
501014;5010143;Velocidad del viento;115.80006304445278;km/h;1014
501015;5010153;Nivel de agua;15.0059880819111;m;1015
501016;5010163;Daño causado;Moderado;Sin unidades;1016
501017;5010173;Nivel de agua;1.6190267252228496;m;1017
501018;5010183;Nivel de agua;10.367665834828017;m;1018
501019;5010193;Velocidad del viento;98.7119793784429;km/h;1019
501020;5010203;Área afectada;0.622115515782057;km^2;1020
501021;5010213;Velocidad del viento;127.2072509726481;km/h;1021
501022;5010223;Velocidad del viento;146.152199075047;km/h;1022
501023;5010233;Velocidad del viento;127.04203906617876;km/h;1023
501024;5010243;Velocidad del viento;104.38489480439985;km/h;1024
501025;5010253;Velocidad del viento;117.86987438640892;km/h;1025
501026;5010263;Velocidad de la avalancha;10.157445209673373;(m/s);1026
501027;5010273;Área forestal afectada;72.94678219942567;km^2;1027
501028;5010283;Velocidad del viento;135.23057233718825;km/h;1028
501029;5010293;Velocidad del viento;108.02512546636295;km/h;1029
501030;5010303;Velocidad del viento;98.16337715891848;km/h;1030
501031;5010313;Velocidad del viento;113.10280981938524;km/h;1031
501032;5010323;Velocidad del viento;87.86674889612476;km/h;1032
501033;5010333;Área forestal afectada;57.1106080458365;km^2;1033
501034;5010343;Velocidad del viento;115.75916686082633;km/h;1034
501035;5010353;Área forestal afectada;10.184653980653891;km^2;1035
501036;5010363;Área forestal afectada;80.48272882142632;km^2;1036
501037;5010373;Nivel de agua;23.722146691615336;m;1037
501038;5010383;Velocidad del viento;139.3978430551906;km/h;1038
501039;5010393;Nivel de agua;12.1561225327875;m;1039
501040;5010403;Nivel de agua;8.758306301756656;m;1040
501041;5010413;Nivel de agua;29.008582984579625;m;1041
501042;5010423;Velocidad de la avalancha;16.69081394805606;(m/s);1042
501043;5010433;Nivel de agua;21.51863960874413;m;1043
501044;5010443;Velocidad del viento;127.47542461958014;km/h;1044
501045;5010453;Velocidad del viento;142.87902711361022;km/h;1045
501046;5010463;No tiene detalle;No valor detalle;Sin unidades;1046
501047;5010473;Velocidad del viento;87.76128754598798;km/h;1047
501048;5010483;Área forestal afectada;62.560171640129134;km^2;1048
501049;5010493;Área forestal afectada;17.03057859494598;km^2;1049
501050;5010503;Impacto en infraestructura eléctrica;Leve;Sin unidades;1050
501051;5010513;Velocidad del viento;86.83290002845423;km/h;1051
501052;5010523;Velocidad del viento;105.34659757217128;km/h;1052
501053;5010533;Daño causado;Severo;Sin unidades;1053
501054;5010543;Velocidad del viento;142.84850087560153;km/h;1054
501055;5010553;Velocidad de la avalancha;15.9904676866768;(m/s);1055
501056;5010563;Área afectada;0.9854433903094273;km^2;1056
501057;5010573;Área forestal afectada;34.217358123326356;km^2;1057
501058;5010583;Área forestal afectada;92.59677795191199;km^2;1058
501059;5010593;Magnitud de la explosión;8.886739509671974;kilotones;1059
501060;5010603;Área forestal afectada;16.778991796673502;km^2;1060
501061;5010613;Velocidad del viento;109.64218353640486;km/h;1061
501062;5010623;Nivel de agua;12.38259796642585;m;1062
501063;5010633;Nivel de agua;22.834649060506397;m;1063
501064;5010643;Nivel de agua;10.408372384977584;m;1064
501065;5010653;Nivel de agua;15.08247174087662;m;1065
501066;5010663;Nivel de agua;12.599532621690804;m;1066
501067;5010673;Nivel de agua;24.049901812824814;m;1067
501068;5010683;Velocidad de la avalancha;13.794429540362263;(m/s);1068
501069;5010693;Velocidad de la avalancha;15.521369685120245;(m/s);1069
501070;5010703;Nivel de agua;6.908435090007491;m;1070
501071;5010713;Velocidad de la avalancha;16.6488268404826;(m/s);1071
501072;5010723;Nivel de agua;28.66979226846596;m;1072
501073;5010733;Nivel de agua;28.51457597060652;m;1073
501074;5010743;Velocidad de la avalancha;18.472848533072206;(m/s);1074
501075;5010753;Velocidad de la avalancha;18.46466689899023;(m/s);1075
501076;5010763;Velocidad de la avalancha;10.145374741566346;(m/s);1076
501077;5010773;Nivel de agua;14.331311006625278;m;1077
501078;5010783;Nivel de agua;4.529322626481341;m;1078
501079;5010793;Nivel de agua;0.8937576698635141;m;1079
501080;5010803;Nivel de agua;20.93241543788766;m;1080
501081;5010813;Velocidad de la avalancha;11.282450575005548;(m/s);1081
501082;5010823;Velocidad de la avalancha;18.082208263562297;(m/s);1082
501083;5010833;Velocidad de la avalancha;18.176059441675115;(m/s);1083
501084;5010843;Nivel de agua;5.314586956972604;m;1084
501085;5010853;Nivel de agua;2.5960608029393173;m;1085
501086;5010863;Nivel de agua;27.18392214212475;m;1086
501087;5010873;Velocidad de la avalancha;14.887541160409677;(m/s);1087
501088;5010883;Velocidad del viento;104.79748531592313;km/h;1088
501089;5010893;Velocidad de la avalancha;16.643335030851283;(m/s);1089
501090;5010903;Velocidad de la avalancha;10.421331523653766;(m/s);1090
501091;5010913;Velocidad de la avalancha;13.811559342636492;(m/s);1091
501092;5010923;Nivel de agua;0.223917430366936;m;1092
501093;5010933;Velocidad de la avalancha;12.725887849263842;(m/s);1093
501094;5010943;Velocidad de la avalancha;14.036544923895788;(m/s);1094
501095;5010953;Velocidad del viento;93.30026284796747;km/h;1095
501096;5010963;Área forestal afectada;46.21988097974551;km^2;1096
501097;5010973;Área afectada;1.574214279056334;km^2;1097
501098;5010983;Daño causado;Leve;Sin unidades;1098
501099;5010993;Nivel de agua;22.6002270918955;m;1099
501100;5011003;Área forestal afectada;28.914592481704204;km^2;1100
501101;5011013;Velocidad de la avalancha;17.695467699612415;(m/s);1101
501102;5011023;Velocidad del viento;118.48388133088353;km/h;1102
501103;5011033;Área forestal afectada;62.93596860715838;km^2;1103
501104;5011043;Área afectada;1.8762985882240215;km^2;1104
501105;5011053;Área forestal afectada;82.57309246055628;km^2;1105
501106;5011063;Velocidad del viento;127.17792563489795;km/h;1106
501107;5011073;Área forestal afectada;70.02543111436597;km^2;1107
501108;5011083;Área forestal afectada;90.32047361849779;km^2;1108
501109;5011093;Área forestal afectada;41.52388442258517;km^2;1109
501110;5011103;Área forestal afectada;37.7120121070201;km^2;1110
501111;5011113;Área forestal afectada;19.96508593264783;km^2;1111
501112;5011123;Área forestal afectada;0.8735823395923048;km^2;1112
501113;5011133;Área forestal afectada;43.31952699690957;km^2;1113
501114;5011143;Velocidad del viento;116.2359477977845;km/h;1114
501115;5011153;Nivel de agua;14.16551517722542;m;1115
501116;5011163;Velocidad del viento;123.74673129219694;km/h;1116
501117;5011173;Área afectada;0.7873238545796519;km^2;1117
501118;5011183;Área forestal afectada;44.36937016148007;km^2;1118
501119;5011193;Área forestal afectada;34.308435880720154;km^2;1119
501120;5011203;Área forestal afectada;91.94436969869531;km^2;1120
501121;5011213;Área forestal afectada;81.9820129370994;km^2;1121
501122;5011223;Área forestal afectada;84.91051634066763;km^2;1122
501123;5011233;Área forestal afectada;3.6829198437862365;km^2;1123
501124;5011243;Área forestal afectada;77.22788708425804;km^2;1124
501125;5011253;Área forestal afectada;87.3648415161225;km^2;1125
501126;5011263;Área forestal afectada;22.016017053485694;km^2;1126
501127;5011273;Área forestal afectada;38.995385839667264;km^2;1127
501128;5011283;Área forestal afectada;6.251951323863436;km^2;1128
501129;5011293;Área forestal afectada;20.431505966281595;km^2;1129
501130;5011303;Área forestal afectada;27.694202626458186;km^2;1130
501131;5011313;Magnitud de la explosión;6.014077877241841;kilotones;1131
501132;5011323;Velocidad de la avalancha;15.060891703932441;(m/s);1132
501133;5011333;Nivel de agua;29.021603026011423;m;1133
501134;5011343;Área afectada;0.6254035555813495;km^2;1134
501135;5011353;Área forestal afectada;43.81904575747032;km^2;1135
501136;5011363;Área afectada;1.9296174583004015;km^2;1136
501137;5011373;Área forestal afectada;89.55154153898096;km^2;1137
501138;5011383;Área forestal afectada;90.84928307636618;km^2;1138
501139;5011393;Área afectada;1.938389158977099;km^2;1139
501140;5011403;Área forestal afectada;72.32102366210066;km^2;1140
501141;5011413;Velocidad del viento;97.15262390214332;km/h;1141
501142;5011423;Nivel de agua;23.267064662969602;m;1142
501143;5011433;Área forestal afectada;25.328598621646847;km^2;1143
501144;5011443;Área forestal afectada;98.17324080539497;km^2;1144
501145;5011453;Área forestal afectada;88.79765334883312;km^2;1145
501146;5011463;Área forestal afectada;54.564375844969284;km^2;1146
501147;5011473;Área afectada;1.9673043950568192;km^2;1147
501148;5011483;Área afectada;1.9474992390841261;km^2;1148
501149;5011493;Daño causado;Severo;Sin unidades;1149
501150;5011503;Área afectada;0.7422135014730278;km^2;1150
501151;5011513;Nivel de agua;7.322408181113099;m;1151
501152;5011523;Nivel de agua;23.614559466999285;m;1152
501153;5011533;Nivel de agua;2.5575045148473743;m;1153
501154;5011543;Velocidad de la avalancha;11.491033242195329;(m/s);1154
501155;5011553;Velocidad de la avalancha;15.87192643810467;(m/s);1155
501156;5011563;Velocidad de la avalancha;10.009321233036921;(m/s);1156
501157;5011573;Velocidad de la avalancha;19.3923666646192;(m/s);1157
501158;5011583;Velocidad de la avalancha;15.123131157950116;(m/s);1158
501159;5011593;Nivel de agua;26.959765691552818;m;1159
501160;5011603;Nivel de agua;8.789453860098789;m;1160
501161;5011613;Nivel de agua;4.030618477664412;m;1161
501162;5011623;Nivel de agua;13.439611803602942;m;1162
501163;5011633;Nivel de agua;25.60535860349551;m;1163
501164;5011643;Velocidad de la avalancha;10.570428963913221;(m/s);1164
501165;5011653;Nivel de agua;29.547322984855928;m;1165
501166;5011663;Nivel de agua;1.2260677206522341;m;1166
501167;5011673;Nivel de agua;29.716752251157732;m;1167
501168;5011683;Área afectada;1.3965380951475406;km^2;1168
501169;5011693;Nivel de agua;10.727090646005639;m;1169
501170;5011703;Nivel de agua;10.852480818073587;m;1170
501171;5011713;Nivel de agua;2.877484660182217;m;1171
501172;5011723;Nivel de agua;13.389727115469672;m;1172
501173;5011733;Velocidad de la avalancha;16.99103726050783;(m/s);1173
501174;5011743;Nivel de agua;25.20544494703165;m;1174
501175;5011753;Nivel de agua;6.52859624489604;m;1175
501176;5011763;Nivel de agua;11.064109713810417;m;1176
501177;5011773;Velocidad de la avalancha;19.045744681983823;(m/s);1177
501178;5011783;Volumen de agua;54646.77602591361;m^3;1178
501179;5011793;Daño causado;Severo;Sin unidades;1179
501180;5011803;Velocidad de la avalancha;11.777698254203418;(m/s);1180
501181;5011813;Velocidad de la avalancha;19.985052308624752;(m/s);1181
501182;5011823;Velocidad de la avalancha;17.389732206746206;(m/s);1182
501183;5011833;Velocidad del viento;140.63150308418247;km/h;1183
501184;5011843;Velocidad del viento;107.60444112583072;km/h;1184
501185;5011853;Velocidad del viento;97.12852734496383;km/h;1185
501186;5011863;Nivel de agua;4.775246837409113;m;1186
501187;5011873;Nivel de agua;29.933480429314933;m;1187
501188;5011883;Velocidad de la avalancha;13.419517771370854;(m/s);1188
501189;5011893;Nivel de agua;8.963997862289228;m;1189
501190;5011903;Velocidad del viento;149.2348680405196;km/h;1190
501191;5011913;Velocidad de la avalancha;14.964869760970393;(m/s);1191
501192;5011923;Nivel de agua;22.46018061152515;m;1192
501193;5011933;Velocidad del viento;105.39640000127395;km/h;1193
501194;5011943;Velocidad del viento;103.34747080687173;km/h;1194
501195;5011953;Nivel de agua;12.210412772985373;m;1195
501196;5011963;Velocidad del viento;107.67812820201482;km/h;1196
501197;5011973;Velocidad del viento;144.61138113785552;km/h;1197
501198;5011983;Nivel de agua;21.371219185499516;m;1198
501199;5011993;Velocidad de la avalancha;13.259250357817054;(m/s);1199
501200;5012003;Velocidad de la avalancha;16.672092974295087;(m/s);1200
501201;5012013;Nivel de agua;0.6268457851966469;m;1201
501202;5012023;Nivel de agua;2.2280748875756484;m;1202
501203;5012033;Velocidad de la avalancha;11.421716898614244;(m/s);1203
501204;5012043;Nivel de agua;24.516343011612996;m;1204
501205;5012053;Nivel de agua;3.778932645733896;m;1205
501206;5012063;Daño causado;Moderado;Sin unidades;1206
501207;5012073;Velocidad del viento;89.4409916053964;km/h;1207
501208;5012083;Nivel de agua;3.1809573530089272;m;1208
501209;5012093;Nivel de agua;8.27245757411462;m;1209
501210;5012103;Velocidad del viento;142.33711630150947;km/h;1210
501211;5012113;Velocidad de la avalancha;19.28884863229844;(m/s);1211
501212;5012123;Velocidad de la avalancha;13.837465802660107;(m/s);1212
501213;5012133;Velocidad de la avalancha;17.549151433291996;(m/s);1213
501214;5012143;Velocidad del viento;118.17020737126644;km/h;1214
501215;5012153;Nivel de agua;3.65425827978875;m;1215
501216;5012163;Nivel de agua;14.812944213708164;m;1216
501217;5012173;Velocidad del viento;125.0109088849801;km/h;1217
501218;5012183;Velocidad del viento;114.75228203260585;km/h;1218
501219;5012193;Magnitud de la explosión;3.9901211459834287;kilotones;1219
501220;5012203;Velocidad del viento;82.89548861448317;km/h;1220
501221;5012213;Nivel de agua;11.708741183333784;m;1221
501222;5012223;Nivel de agua;21.207265749237976;m;1222
501223;5012233;Nivel de agua;20.39695445516212;m;1223
501224;5012243;Velocidad de la avalancha;16.101129026204802;(m/s);1224
501225;5012253;Nivel de agua;7.089303634380331;m;1225
501226;5012263;Nivel de agua;29.477675471824647;m;1226
501227;5012273;Nivel de agua;14.63165477473784;m;1227
501228;5012283;Nivel de agua;14.010922958413468;m;1228
501229;5012293;Nivel de agua;2.5183415101580153;m;1229
501230;5012303;Velocidad de la avalancha;18.879584440992176;(m/s);1230
501231;5012313;Nivel de agua;6.1330965939060045;m;1231
501232;5012323;Nivel de agua;2.7084150113953576;m;1232
501233;5012333;Nivel de agua;19.24674481653258;m;1233
501234;5012343;Nivel de agua;23.869385308519877;m;1234
501235;5012353;Velocidad de la avalancha;10.441914782683197;(m/s);1235
501236;5012363;Nivel de agua;20.798127759364025;m;1236
501237;5012373;Área afectada;1.0038775825808899;km^2;1237
501238;5012383;Nivel de agua;1.9739675230522014;m;1238
501239;5012393;Velocidad de la avalancha;17.398760101093828;(m/s);1239
501240;5012403;Nivel de agua;20.29283740650088;m;1240
501241;5012413;Velocidad de la avalancha;12.710823959843133;(m/s);1241
501242;5012423;Nivel de agua;9.710991521358977;m;1242
501243;5012433;Velocidad del viento;144.53324310756716;km/h;1243
501244;5012443;Nivel de agua;16.86528813639187;m;1244
501245;5012453;Velocidad de la avalancha;13.387045859921665;(m/s);1245
501246;5012463;Nivel de agua;21.18295700253016;m;1246
501247;5012473;Nivel de agua;4.897385688953982;m;1247
501248;5012483;Velocidad de la avalancha;15.562353915695574;(m/s);1248
501249;5012493;Velocidad de la avalancha;16.00681676646196;(m/s);1249
501250;5012503;Velocidad de la avalancha;17.950335938611886;(m/s);1250
501251;5012513;Nivel de agua;13.543181054962183;m;1251
501252;5012523;Nivel de agua;20.030556359721512;m;1252
501253;5012533;Área afectada;0.6234367174331317;km^2;1253
501254;5012543;Velocidad de la avalancha;15.70069883504523;(m/s);1254
501255;5012553;Velocidad de la avalancha;17.57613430936524;(m/s);1255
501256;5012563;Velocidad de la avalancha;12.212465784790343;(m/s);1256
501257;5012573;Nivel de agua;18.092438538176427;m;1257
501258;5012583;Velocidad de la avalancha;19.247795641606885;(m/s);1258
501259;5012593;Velocidad de la avalancha;18.433993517477504;(m/s);1259
501260;5012603;Velocidad de la avalancha;17.28295429762838;(m/s);1260
501261;5012613;Nivel de agua;28.4553084271935;m;1261
501262;5012623;Nivel de agua;27.597196282773723;m;1262
501263;5012633;Velocidad de la avalancha;19.23253860910737;(m/s);1263
501264;5012643;Nivel de agua;21.14661409912862;m;1264
501265;5012653;Velocidad de la avalancha;13.534870341975191;(m/s);1265
501266;5012663;Nivel de agua;12.97952721272918;m;1266
